event_title,summary,image_url,language,event_type,event_host,ticket_price,booking_url,start_date,end_date,start_time,end_time,event_place,full_address,country_name,state_name,city_name,postal_code
Summer Solstice: Embodiment Activation,,,,,SoulSync:,91.86,https://www.eventbrite.ca/e/summer-solstice-embodiment-activation-tickets-1289132212149?aff=ebdssbdestsearch,2005-06-21,2025-06-01,,04:30,Kinsmen Park,"2600 Abbott Street Kelowna, BC V1Y 1G4 Show map",Canada,BC,,V1Y 1G4
G & B's Stag & Doe,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1017588273%2F2081325924433%2F1%2Foriginal.20250427-124847?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=a06d44f56438dd6c115f02fafbeaf0ff,,,G & B's bridal party,,https://www.eventbrite.ca/e/g-bs-stag-doe-tickets-1322790956359?aff=ebdssbdestsearch,2025-06-14,2025-06-01,15:00,15:00,105 Industrial Pkwy N,"105 Industrial Parkway North Aurora, ON L4G 4C4 Show map",Canada,ON,,L4G 4C4
"Big Business, Entrepreneurs, Startups and Investors Networking Event",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1011691673%2F1663389737643%2F1%2Foriginal.20250417-220559?w=600&auto=format%2Ccompress&q=75&sharp=10&s=94a36165b9138e3e63ea99aee0bd8216,,,BL Digital and Creatives,17.31,https://www.eventbrite.ca/e/big-business-entrepreneurs-startups-and-investors-networking-event-tickets-1330418881689?aff=ebdssbdestsearch,2006-06-10,2025-06-01,,21:00,Lavelle,"627 King Street West Toronto, ON M5V 1M5 Show map",Canada,ON,,M5V 1M5
Brewer's Table @ GLB Brewpub,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F954336713%2F1528309992323%2F1%2Foriginal.20250206-144531?w=600&auto=format%2Ccompress&q=75&sharp=10&s=f7af85c979da1e92ca98c4f10213636a,,,Great Lakes Brewpub,54.58,https://www.eventbrite.ca/e/brewers-table-glb-brewpub-tickets-1303218554779?aff=ebdssbdestsearch,2007-06-04,2025-06-01,,21:00,Great Lakes Brewpub,"11 Lower Jarvis Street #Units 5-8 Toronto, ON M5E 0C3 Show map",Canada,ON,,M5E 0C3
The Sourdough Experience - Level I (June.18.2025),,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F495222899%2F232224905417%2F1%2Foriginal.jpg?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C4032%2C2016&s=08b0e9d75908f8db82d0a6f892323a11,,,Lauren Hambleton,236.18,https://www.eventbrite.ca/e/the-sourdough-experience-level-i-june182025-tickets-1225018516359?aff=ebdssbdestsearch,2025-06-18,2025-06-01,09:00,15:00,Red Hen Artisanale,"384265 Concession 4 Priceville, ON N0C 1K0 Show map",Canada,ON,,N0C 1K0
Rethinking Weeds: What's invading your fields and how to stop it,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F973896093%2F348840246373%2F1%2Foriginal.20250303-175257?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=d6c2ee969cfa94ad1faecc58b94a8a46,,,Lacombe County,,https://www.eventbrite.ca/e/rethinking-weeds-whats-invading-your-fields-and-how-to-stop-it-registration-1259767330999?aff=ebdssbdestsearch,2025-06-17,2025-06-01,10:00,15:30,Lacombe Research and Development Centre,"6000C AND E TRAIL Lacombe, AB T4L 1W1 Show map",Canada,AB,,T4L 1W1
Psychic Tea,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F962716123%2F131869297403%2F1%2Foriginal.20250217-201514?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=76%2C0%2C2958%2C1479&s=b86be745803d5a8d955329e12f1259cc,,,Colette Mesdag from Mystic by Colette,33.28,https://www.eventbrite.ca/e/psychic-tea-tickets-1252237539189?aff=ebdssbdestsearch,2025-06-14,2025-06-01,10:30,10:15,Armour Ryerson & Burk's Falls Memorial Arena,"220 Centre Street Burk's Falls, ON P0A 1C0 Show map",Canada,ON,,P0A 1C0
LeVolume Album Release Concert @ Virginia deCarle's - Jenny Whiteley Opens!,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1000555243%2F219006960983%2F1%2Foriginal.20250403-233903?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.500204396802&fp-y=0.284046692607&s=80495e97b872663b94fad4d99b0a5595,,,Jenny Whiteley,33.28,https://www.eventbrite.com/e/levolume-album-release-concert-virginia-decarles-jenny-whiteley-opens-tickets-1312340799659?aff=ebdssbdestsearch,2003-06-01,2025-06-01,,18:00,429 Robinson Rd,"429 Robinson Road Maynooth, ON K0L 2S0 Show map",Canada,ON,,K0L 2S0
Shaken & Stirred: A Cocktail-Making Workshop,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F925047303%2F183391846189%2F1%2Foriginal.20241230-194546?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C77%2C3692%2C1846&s=0aff1932af7c362809c56c94727a6b12,,,Landmark District,55 - 60,https://www.eventbrite.ca/e/shaken-stirred-a-cocktail-making-workshop-tickets-1128052568599?aff=ebdssbdestsearch,2025-06-17,2025-06-01,04:30,17:30,1700 Dickson Ave,"nue Kelowna, BC V1Y 9G6 Show map",Canada,BC,,V1Y 9G6
A Cabinet of Curiosities 2,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1035284503%2F404331086101%2F1%2Foriginal.20250520-195154?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C52%2C1640%2C820&s=2e45dade8b17581204f68021fa0769ca,,,Apocryphonia,22.63,https://www.eventbrite.ca/e/a-cabinet-of-curiosities-2-tickets-1119107744389?aff=ebdssbdestsearch,2025-06-08,2025-06-01,07:30,21:00,Heliconian Hall,"35 Hazelton Avenue Toronto, ON M5R 2E3 Show map",Canada,ON,,M5R 2E3
Tantra Speed Date® - Toronto! (Meet Singles Speed Dating),,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F574128479%2F1493533057%2F1%2Foriginal.20230812-192929?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C170%2C2048%2C1024&s=70c875557c0f12ce91e557a133f2040a,,,The Tantra Institute,49.75,https://www.eventbrite.com/e/tantra-speed-date-toronto-meet-singles-speed-dating-tickets-1242047911739?aff=ebdssbdestsearch,2007-06-10,2025-06-01,,22:00,Society Clubhouse (Dovercourt),"967 College Street Toronto, ON M6H 1A6 Show map",Canada,ON,,M6H 1A6
Paint Nite Brand Creative Events,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1024242203%2F292898063203%2F1%2Foriginal.20250506-120147?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1000%2C500&s=914af8c67db5f61f3537788237411cc2,,,Paintnite.com,47.91,https://www.eventbrite.com/e/paint-nite-brand-creative-events-tickets-1326115580399?aff=ebdssbdestsearch,2007-06-05,2025-06-01,,21:00,The Pint Public House,"1575 Argyle St. Halifax, NS B3J 1J7 Show map",Canada,NS,,B3J 1J7
Brandon and Jordan's Stag and Doe,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F982464153%2F126367514637%2F1%2Foriginal.20250313-001152?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.782196969697&fp-y=0.40365448505&s=e235b08a3952caa770b3d40cdeb18d71,,,Tobi Day-Hamilton,22.63,https://www.eventbrite.ca/e/brandon-and-jordans-stag-and-doe-tickets-1281462872949?aff=ebdssbdestsearch,2025-06-14,2025-06-01,19:00,23:30,2006 Shantz Station Rd,"2006 Shantz Station Road Breslau, ON N0B 1M0 Show map",Canada,ON,,N0B 1M0
"Acadian time : Dance, Music, and Treats!",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F998920543%2F2028788972183%2F1%2Foriginal.20250402-145727?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C331%2C1356%2C678&s=1405b654485275539dbf40d4dfd2d88f,,,Tatamagouche Centre,Free,https://www.eventbrite.ca/e/acadian-time-dance-music-and-treats-tickets-1310093126809?aff=ebdssbdestsearch,2025-06-11,2025-06-01,11:00,12:30,Tatamagouche Centre,"259 Loop of Highway 6 Loop Tatamagouche, NS B0K 1V0 Show map",Canada,NS,,B0K 1V0
Vegetarian Forward,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F984647643%2F53203819874%2F1%2Foriginal.20250315-193701?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C31%2C998%2C499&s=ead176e47a3c5afc1882d22ed980359c,,,Jill's Table,113,https://www.eventbrite.ca/e/vegetarian-forward-tickets-1287609517729?aff=ebdssbdestsearch,2025-06-17,2025-06-01,18:00,20:30,Jill's Table,"115 King Street London, ON N6A 1C3 Show map",Canada,ON,,N6A 1C3
Awaken The Rhythm Within: Partners with Sol Rising Ecstatic Dance Party!,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1023865013%2F1743905933143%2F1%2Foriginal.20250505-224600?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=2e0773a45ef3126c6112ab3606a4bfaf,,,Awaken The Rhythm Within,48.66,https://www.eventbrite.ca/e/awaken-the-rhythm-within-partners-with-sol-rising-ecstatic-dance-party-tickets-1333502123749?aff=ebdssbdestsearch,2025-06-14,2025-06-01,15:00,15:00,14550 Dufferin St,"reet King City, ON L7B 1K5 Show map",Canada,ON,,L7B 1K5
Colours 7.0,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F985957333%2F276984867157%2F1%2Foriginal.20250317-202902?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.148710058714&fp-y=0.272762647399&s=e1b9d5c3d9aea32ba1b79fa4cbb46899,,,Kevin adams,,https://www.eventbrite.ca/e/colours-70-tickets-1287084758159?aff=ebdssbdestsearch,2025-06-27,2025-06-28,22:30,04:00,Fusion Restaurant & Lounge,"880 Ellesmere Road Toronto, ON M1P 2L8 Show map",Canada,ON,,M1P 2L8
RAG Collage Club: June Session,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020368163%2F485545934173%2F1%2Foriginal.20250430-182732?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C116%2C3450%2C1725&s=94d2f5dafd2dd572001c5acec1f5b75f,,,Richmond Art Gallery,5,https://www.eventbrite.ca/e/rag-collage-club-june-session-tickets-1345693578719?aff=ebdssbdestsearch,2025-06-05,2025-06-01,18:30,06:15,Richmond Art Gallery,"7700 Minoru Gate #180 Richmond, BC V6Y 1R8 Show map",Canada,BC,,V6Y 1R8
Atelier yoga-balles – Apaiser le système nerveux,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F992400423%2F120434119587%2F1%2Foriginal.20250325-174007?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C69%2C2048%2C1024&s=e328396f882c9f104681ce166b58d1f4,,,Le Monastère des Augustines,5533,https://www.eventbrite.ca/e/billets-atelier-yoga-balles-apaiser-le-systeme-nerveux-1301204841709?aff=ebdssbdestsearch,,,,,Le Monastère des Augustines,"77, rue des Remparts Québec, QC G1R 0C3 Afficher la carte",Canada,RU,,G1R 0C3
Summer Mini Stick Tournament,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F997440533%2F2705440823681%2F1%2Foriginal.20250401-023943?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=830cbad8f6cbb2be6895152c98fc27e7,,,Leila DeSantis Villa,,https://www.eventbrite.com/e/summer-mini-stick-tournament-registration-1307553390389?aff=ebdssbdestsearch,,,,,,,Canada,,,
Teeny Tiny Strathroy-Caradoc,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1041563683%2F1536187592203%2F1%2Foriginal.20250529-144055?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=217d1fa830d4b3ce2fbdbaaacdd38bf1,,,,11.93,https://www.eventbrite.ca/e/teeny-tiny-strathroy-caradoc-tickets-1299743962179?aff=ebdssbdestsearch,2025-06-18,2025-06-01,08:30,08:00,Caradoc Community Centre,"565 Lions Park Drive Mount Brydges, ON N0L 1W0 Show map",Canada,ON,,N0L 1W0
Kevin & Nicolle's Wedding Social,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F976428193%2F1677325318613%2F1%2Foriginal.20250305-223241?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C21%2C800%2C400&s=c8c510a096c7c0190e00ee4be616f9bf,,,,,https://www.eventbrite.com/e/kevin-nicolles-wedding-social-tickets-1271211240039?aff=ebdssbdestsearch,2025-06-14,2025-06-01,21:00,23:30,Rumor's Restaurant & Comedy Club,"2025 Corydon Avenue Winnipeg, MB R3P 0N5 Show map",Canada,MB,,R3P 0N5
"St-Jérôme : Gestion des émotions, communication consciente et lâcher-prise",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F940973443%2F242151267944%2F1%2Foriginal.20250121-153531?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=e6d4e1b80f197eb4d7eb32301cb26d79,,,Les Conférences Marc Gervais,3663,https://www.eventbrite.ca/e/billets-st-jerome-gestion-des-emotions-communication-consciente-et-lacher-prise-1096333516059?aff=ebdssbdestsearch,,,,,Cabane à Sucre Bouvrette - Salle de réception,"1000 Rue Nobel Saint-Jérôme, QC J7Z 7A3 Afficher la carte",Canada,QC,,J7Z 7A3
Infidels Jazz Presents: Mandopop R&B feat. Chen Baker at Hero's Welcome,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F978175993%2F1674742655643%2F1%2Foriginal.20250307-184314?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=ac6276fc1e0bd84be4bfae0af0da8f82,,,Tim Reinert,17.31,https://www.eventbrite.com/e/infidels-jazz-presents-mandopop-rb-feat-chen-baker-at-heros-welcome-tickets-1274101785739?aff=ebdssbdestsearch,2007-06-05,2025-06-01,,22:00,Hero's Welcome,"3917 Main Street Vancouver, BC V5V 3P3 Show map",Canada,BC,,V5V 3P3
Speed Puzzle Competitions (Individual or Pairs; Pairs),,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1007985323%2F2719198709431%2F1%2Foriginal.20250414-003123?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C18000%2C9000&s=5214a78d74a38324651c483a4b282cb0,,,Ottawa Puzzles!,,https://www.eventbrite.ca/e/speed-puzzle-competitions-individual-or-pairs-pairs-tickets-1323174824519?aff=ebdssbdestsearch,2025-06-28,2025-06-01,10:00,09:45,"Diane Deans Greenboro Community Centre, Meeting Rooms A & B","363 Lorry Greenberg Drive Ottawa, ON K1T 3P8 Show map",Canada,ON,,K1T 3P8
Dans les marges d'un Journal (im)personnel,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F950989143%2F2351860260753%2F1%2Foriginal.20250203-032422?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C37%2C1050%2C525&s=1c92fa4753f8321246ec25af7f597bea,,,,11.98,https://www.eventbrite.fr/e/dans-les-marges-dun-journal-impersonnel-tickets-1232436212889?aff=ebdssbdestsearch,2007-06-14,2025-06-01,,22:00,Centre Afrika,"1644 Rue Saint-Hubert Montréal, QC H2L 3Z3 Show map",Canada,QC,,H2L 3Z3
Nonprofit Driven Regional Connects: Sudbury,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1006869153%2F26329737977%2F1%2Foriginal.20250411-162402?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=6a04353f8af5694f290caf4e5555c394,,,Ontario Nonprofit Network (ONN),103.80,https://www.eventbrite.ca/e/nonprofit-driven-regional-connects-sudbury-tickets-1321540907429?aff=ebdssbdestsearch,2025-06-05,2025-06-01,09:00,16:00,SteelWorkers' Union Hall & Conference Center,"66 Brady Street Greater Sudbury, ON P3E 1C8 Show map",Canada,ON,,P3E 1C8
Argentine Tango Level 3 Class Series,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1018810673%2F2188196981553%2F1%2Foriginal.20250429-034114?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C50%2C1314%2C657&s=bfc55bf6a948623c0c03f5b6875d5a00,,,The Tango Empire,109.87,https://www.eventbrite.ca/e/argentine-tango-level-3-class-series-registration-1343432255039?aff=ebdssbdestsearch,2006-06-07,2025-06-01,,19:00,One Thousand Rivers,"54 East 4th Avenue Vancouver, BC V5T 1E8 Show map",Canada,BC,,V5T 1E8
Saint John - Art Love,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1003747903%2F260238276904%2F1%2Foriginal.20250408-130904?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4db54dbfb1dfe284952d709304f33aed,,,Shediac Lobster Festival du Homard de Shediac,26.02,https://www.eventbrite.ca/e/saint-john-art-love-tickets-1304125387139?aff=ebdssbdestsearch,2025-06-13,2025-06-01,06:00,21:00,47 Rue Charlotte,"Saint-John, NB E2L 2H8 Show map",Canada,NB,,E2L 2H8
High Park Saturday Junior Class,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1015370383%2F696827504333%2F1%2Foriginal.20250423-201907?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.00366560775027&fp-y=0.0048751725297&s=0519dd4a640bb047d62a35956f5ad4d5,,,Children's Arts Theatre School,17.31,https://www.eventbrite.com/e/high-park-saturday-junior-class-tickets-1321129015449?aff=ebdssbdestsearch,2012-06-07,2025-06-01,,11:45,Alumnae Theatre Company,"70 Berkeley Street Toronto, ON M5A 2W6 Show map",Canada,ON,,M5A 2W6
Singles Sunday Funday – Patio Party @ Garden Bar & Bodega ☀️ CHILLAXIN,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1020554823%2F2603426668541%2F1%2Foriginal.20250430-215259?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C34%2C1064%2C532&s=c40fa21b834cfe1127dd73578105f8bd,,,Stage 5 Dating,,https://www.eventbrite.com/e/singles-sunday-funday-patio-party-garden-bar-bodega-chillaxin-tickets-1347128269919?aff=ebdssbdestsearch,2001-06-15,2025-06-01,,15:00,Garden Bar & Bodega,"1173 Dundas Street East Toronto, ON M4M 3P1 Show map",Canada,ON,,M4M 3P1
Powderface White Buddha loop (4.5IS) Bragg Creek Area,,,,,Coaching with Lucinda,89.74,https://www.eventbrite.ca/e/powderface-white-buddha-loop-45is-bragg-creek-area-tickets-1077848978309?aff=ebdssbdestsearch,2025-06-08,2025-06-01,09:30,14:30,Elbow Falls Provincial Recreation Area,"Highway 66 Bragg Creek, AB T0L 0K0 Show map",Canada,AB,,T0L 0K0
Global Conference on Pharmacy & Pharmaceutical Science (GCPPS),,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F973050623%2F1917235214013%2F1%2Foriginal.png?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C940%2C470&s=46bca0bbf5090ec4f0ca13c39397f63a,,,GlobalTech Zone,118.24,https://www.eventbrite.ca/e/global-conference-on-pharmacy-pharmaceutical-science-gcpps-tickets-1266274092899?aff=ebdssbdestsearch,2025-06-09,2025-06-01,09:00,17:00,Residence & Conference Centre - Toronto Downtown,"80 Cooperage Street Toronto, ON M5A 0J3 Show map",Canada,ON,,M5A 0J3
Garden Party with Elain,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1009939743%2F231243263691%2F1%2Foriginal.20250416-004640?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C447%2C1082%2C541&s=ffe30c4b26ffbdbdfdd259a40c9a75bf,,,Dreamscape Fantasy Events,107.83,https://www.eventbrite.ca/e/garden-party-with-elain-tickets-1326107837239?aff=ebdssbdestsearch,2025-06-28,2025-06-01,10:00,13:00,Brew and Bloom - Downtown,"10550 115 Street Northwest Edmonton, AB T5H 3K6 Show map",Canada,AB,,T5H 3K6
Botanical Cyanotype Printmaking,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F769687739%2F1107641552713%2F1%2Foriginal.20240516-193542?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C74%2C1500%2C750&s=488916e6a33057d49240180132eb920f,,,Toronto Botanical Garden,67.70,https://www.eventbrite.ca/e/botanical-cyanotype-printmaking-tickets-1070607538969?aff=ebdssbdestsearch,2025-06-07,2025-06-01,13:00,16:00,Toronto Botanical Garden,"777 Lawrence Avenue East Toronto, ON M3C 1P2 Show map",Canada,ON,,M3C 1P2
Advocis Toronto's Summer Social,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1021795153%2F290407273878%2F1%2Foriginal.20250502-130905?w=600&auto=format%2Ccompress&q=75&sharp=10&s=8f973dcc681632054511f513c9dcf0b5,,,Advocis Toronto Chapter,43.05,https://www.eventbrite.ca/e/advocis-torontos-summer-social-tickets-1264404801799?aff=ebdssbdestsearch,2025-06-12,2025-06-01,17:00,19:00,5307 Yonge St 2nd floor,"5307 Yonge Street #2nd floor Toronto, ON M2N 5R4 Show map",Canada,ON,,M2N 5R4
"The World of Orcas Tour, June 21",,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F811025319%2F2240117700153%2F1%2Foriginal.20240719-175639?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C71%2C1200%2C600&s=4a51167c8f595cf601c7b3ca92b6000f,,,The Orca Man,294.21,https://www.eventbrite.ca/e/the-world-of-orcas-tour-june-21-tickets-1088299375729?aff=ebdssbdestsearch,2025-06-21,2025-06-01,12:30,19:30,Granville Island,"Vancouver, BC Show map",Canada,BC,,
She's the Moment Coaching Clinic,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F962365863%2F2118763515883%2F1%2Foriginal.20250217-135056?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.457921794041&fp-y=0.208171206226&s=d12f7f239785d7e01939f3131de40e3b,,,She's the Moment,,https://www.eventbrite.com/e/shes-the-moment-coaching-clinic-tickets-1251394337149?aff=ebdssbdestsearch,2025-06-14,2025-06-01,10:30,15:30,David Braley Athletic Centre,"1280 Main St W, Hamilton, ON L8S 4E4, Canada McMaster University Hamilton, ON L8S 4E4 Show map",Canada,HA,,L8S 4E4
CURTAIN CALL - Presented by Embody Dance Collective,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1019759413%2F2731746533631%2F1%2Foriginal.20250430-022511?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.52178030303&fp-y=0.457249070632&s=e55fbef9fd5b7c33040acfba84ea3a14,,,,22.63,https://www.eventbrite.com/e/curtain-call-presented-by-embody-dance-collective-tickets-1331022537239?aff=ebdssbdestsearch,2025-06-14,2025-06-01,19:30,19:00,30 Algoma St S,"30 Algoma Street South Thunder Bay, ON P7B 3A8 Show map",Canada,ON,,P7B 3A8
Brunello & Barolo,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F998190733%2F238239384107%2F1%2Foriginal.20250401-193547?w=600&auto=format%2Ccompress&q=75&sharp=10&s=8568dce061f918ee2a81f85153dffea3,,,Market Wines,85.27,https://www.eventbrite.ca/e/brunello-barolo-tickets-1308831733949?aff=ebdssbdestsearch,2025-06-05,2025-06-01,06:30,06:10,Market Wines- University District,"4109 University Avenue Northwest Calgary, AB T3B 6K3 Show map",Canada,AB,,T3B 6K3
An Efik Food and Cultural Exhibition,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F981500513%2F151393236957%2F1%2Foriginal.20250312-031259?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C3280%2C1640&s=a1bfaf87d7dddb07249c044c890f2fa0,,,DEEP BOWLS,86.53,https://www.eventbrite.ca/e/an-efik-food-and-cultural-exhibition-tickets-1280402772159?aff=ebdssbdestsearch,2005-06-07,2025-06-01,,23:00,Fuzion Banquets,"1300 Britannia Road East Mississauga, ON L4W 1C8 Show map",Canada,ON,,L4W 1C8
Jeffery Straker's Prairie Skyscraper Concert Series - Southey SK,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1013389763%2F817559132%2F1%2Foriginal.20250421-184259?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.865540128766&fp-y=0.461743745091&s=fa36c0fba29bf66b937244a5effdbecd,,,Jeffery Straker,27.96,https://www.eventbrite.ca/e/jeffery-strakers-prairie-skyscraper-concert-series-southey-sk-tickets-1333241845249?aff=ebdssbdestsearch,2025-06-18,2025-06-01,19:00,21:30,Southey,", SK S0G Show map",Canada,SK,,
Single Men (Ages 40+) & Women (Ages 27+) Singles Speed-Mixer Social Event,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F959376633%2F1761193988303%2F1%2Foriginal.20250212-202651?w=600&auto=format%2Ccompress&q=75&sharp=10&s=68e718ae4dc74c8493cf29a9956b9890,,,TorontoGTASingles Events & Matchmaking,33.28,https://www.eventbrite.ca/e/single-men-ages-40-women-ages-27-singles-speed-mixer-social-event-tickets-1322845058179?aff=ebdssbdestsearch,2025-06-04,2025-06-01,19:30,21:30,Gatherings Restobar,"49 Saint Clair Avenue West Toronto, ON M4V 3C3 Show map",Canada,ON,,M4V 3C3
Alonzo Bodden: Comedy @ Paramount Theatre,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F978212743%2F121589772927%2F1%2Foriginal.20250307-192217?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C96%2C1920%2C960&s=730ca8b46a07d65b7ca7f5ef94576ff2,,,Campfire Comedy,43.93,https://www.eventbrite.ca/e/alonzo-bodden-comedy-paramount-theatre-tickets-1274092297359?aff=ebdssbdestsearch,2025-06-08,2025-06-01,19:30,21:00,Paramount Theatre - Thunder Bay,"24 Court Street South Thunder Bay, ON P7B 2W3 Show map",Canada,ON,,P7B 2W3
Culture Reject @ BLACK BELLOWS with JESS BOWMAN,,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1025481923%2F608793338863%2F1%2Foriginal.20250507-163139?w=600&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C900%2C450&s=da29231fe6c07cabe21a3ffb31ae4c29,,,Culture Reject,19.96,https://www.eventbrite.ca/e/culture-reject-black-bellows-with-jess-bowman-tickets-1318133656249?aff=ebdssbdestsearch,2025-06-06,2025-06-01,07:30,19:00,Black Bellows Brewing Company,"40 Simcoe Street Collingwood, ON L9Y 1H6 Show map",Canada,ON,,L9Y 1H6
